"Text","Sentiment","SentimentConfidence","Date","User","Location","User_timezone"
"@VirginAmerica is your website ever coming back online?","neutral",1,"2015-02-22 11:13:18 -0","wildcatdad","",""
"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?","neutral",0.6732,"2015-02-22 11:10:37 -0","RheaThurman1","",""
"@VirginAmerica Is flight 0769 out of LGA to DFW on time?","neutral",1,"2015-02-22 11:10:30 -0","Osiris91780","",""
"@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?","neutral",1,"2015-02-22 11:10:27 -0","HeatherWhoo","",""
"@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.","negative",1,"2015-02-22 11:02:26 -0","paulnakada","San Francisco","Pacific Time (US & Canada)"
"@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!","negative",0.6593,"2015-02-22 11:01:38 -0","RampantSmashing","CA",""
"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site","negative",1,"2015-02-22 10:38:45 -0","intlwriter","@ the moment in New Delhi","Pacific Time (US & Canada)"
"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable.","negative",1,"2015-02-22 10:30:17 -0","finslippy","Brooklyn","Eastern Time (US & Canada)"
"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)","negative",1,"2015-02-22 10:29:19 -0","finslippy","Brooklyn","Eastern Time (US & Canada)"
"@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter","negative",1,"2015-02-22 10:19:45 -0","Gr8Fratsby","Washington, DC","Eastern Time (US & Canada)"
"@VirginAmerica is the website down?","negative",0.6517,"2015-02-22 08:56:00 -0","sbaaronson","Los Angeles",""
"@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2","negative",0.68,"2015-02-22 08:53:08 -0","jonesbasf","",""
"@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers","negative",1,"2015-02-22 05:51:43 -0","Gr8Fratsby","Washington, DC","Eastern Time (US & Canada)"
"@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2","neutral",1,"2015-02-22 05:02:06 -0","NewsSWA","FL410","Sydney"
"@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh","negative",1,"2015-02-22 04:43:56 -0","CSHangover","Tokyo","Irkutsk"
"@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!","negative",1,"2015-02-22 03:39:28 -0","girlphotophilly","Philadelphia, Pa","Eastern Time (US & Canada)"
"@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx","neutral",1,"2015-02-22 03:32:07 -0","NewsSWA","FL410","Sydney"
"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu","neutral",1,"2015-02-22 03:02:06 -0","NewsSWA","FL410","Sydney"
"@VirginAmerica Lister to my show my on Monday 1230 130","neutral",1,"2015-02-22 02:42:16 -0","Graemelodge5545","",""
"@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH","neutral",1,"2015-02-22 01:32:05 -0","NewsSWA","FL410","Sydney"
"@VirginAmerica congrats, you just got all my business from EWR to SFO/LAX. Fuck you @united fl1289 SFO/EWR was the clincher...","negative",1,"2015-02-21 21:32:59 -0","Boards707","Belmar, NJ","Eastern Time (US & Canada)"
"@VirginAmerica  I applied over 2 weeks ago. Haven't heard back and I'm flying this week #disappointed","negative",1,"2015-02-21 21:28:42 -0","MikeWiener","","Eastern Time (US & Canada)"
"@VirginAmerica I'd love to know what your policy is for damaged luggage.","neutral",0.6816,"2015-02-21 20:41:55 -0","khartline","Las Vegas","Pacific Time (US & Canada)"
"@VirginAmerica Thank you for the follow","positive",1,"2015-02-21 20:33:30 -0","simpasmore","Barbados ","Eastern Time (US & Canada)"
"@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers","negative",1,"2015-02-21 20:21:23 -0","ChrysiChrysic","",""
"@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?","negative",1,"2015-02-21 20:11:40 -0","ChrysiChrysic","",""
"@VirginAmerica @TTINAC11 I DM you","neutral",0.6701,"2015-02-21 18:35:27 -0","TTINAC11","Las Vegas, NV","Mountain Time (US & Canada)"
"@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 😩😭","neutral",0.6942,"2015-02-21 18:29:40 -0","elaurawrr","","Arizona"
"@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!","negative",1,"2015-02-21 18:29:35 -0","joyabsalon","Northern Virginia","Eastern Time (US & Canada)"
"@VirginAmerica Flight from BOS &gt; LAS tomorrow was Cancelled Flightled. No notification; wait times are 1+ hour. Will you rebook on another airline?","negative",0.6791,"2015-02-21 18:11:58 -0","meladorri","Boston, MA","Central Time (US & Canada)"
"😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt","positive",0.3579,"2015-02-21 18:09:54 -0","miaerolinea","Worldwide","Caracas"
"@VirginAmerica Only way to fly! #Elevate #Gold","positive",1,"2015-02-21 18:02:51 -0","archiegips","LaLa Land","Pacific Time (US & Canada)"
"@VirginAmerica If only you guys had flights from CMH.","neutral",0.653,"2015-02-21 17:43:33 -0","obiwantoby","","Quito"
"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever.","negative",1,"2015-02-21 17:41:48 -0","MarwaYousofzoy","",""
"@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever","negative",1,"2015-02-21 17:40:07 -0","TTINAC11","Las Vegas, NV","Mountain Time (US & Canada)"
"@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?","neutral",0.6743,"2015-02-21 17:18:10 -0","TheNotoriousLEX","Chicago ","Central Time (US & Canada)"
"@VirginAmerica you will match my #AmericanAirlines status? Cool!","positive",0.6783,"2015-02-21 17:15:29 -0","advertisingdiva","DC - LA - Venice Beach","Eastern Time (US & Canada)"
"“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉","neutral",0.6863,"2015-02-21 17:14:35 -0","Floxie10","Argentina",""
"@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business","negative",1,"2015-02-21 17:13:52 -0","alexrkonrad","New York, NY","Eastern Time (US & Canada)"
"@VirginAmerica you suck!","negative",1,"2015-02-21 17:13:29 -0","MarwaYousofzoy","",""
"@VirginAmerica thanks!","positive",1,"2015-02-21 16:50:34 -0","lexiesalas","BAYAREA✈️NYC","Pacific Time (US & Canada)"
"@VirginAmerica Just DM'd. Same issue persisting.","negative",1,"2015-02-21 16:19:33 -0","MaximWheatley","Washington, DC","Atlantic Time (Canada)"
"@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids","negative",1,"2015-02-21 15:47:19 -0","FiDiFamilies","New York City ","Eastern Time (US & Canada)"
"@VirginAmerica trying to book a flight &amp; your site is down 😁","negative",1,"2015-02-21 15:29:51 -0","lexiesalas","BAYAREA✈️NYC","Pacific Time (US & Canada)"
"@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything","negative",0.7158,"2015-02-21 15:27:52 -0","Artenis15","MA // Ashton in Wonderland","Eastern Time (US & Canada)"
"@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better","negative",1,"2015-02-21 14:34:09 -0","NancyJFriedman","New York City","Eastern Time (US & Canada)"
"@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue","positive",1,"2015-02-21 14:28:57 -0","JT_Magana","",""
"@VirginAmerica Your website is down and I'm trying to check in!","negative",1,"2015-02-21 14:27:45 -0","MaximWheatley","Washington, DC","Atlantic Time (Canada)"
"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)","positive",1,"2015-02-21 14:24:16 -0","carabubes","Los Angeles, California","Central Time (US & Canada)"
"@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!","neutral",0.6809,"2015-02-21 14:23:24 -0","carabubes","Los Angeles, California","Central Time (US & Canada)"
"@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4","positive",1,"2015-02-21 14:21:00 -0","wmrrock","CT","Eastern Time (US & Canada)"
"@VirginAmerica Keep up the great work :)","positive",1,"2015-02-21 13:52:20 -0","DailyBillboard","Los Angeles, California","Pacific Time (US & Canada)"
"@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY","positive",1,"2015-02-21 13:52:02 -0","BigRichTexasPam","FREE ADVICE! ","Central Time (US & Canada)"
"@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously","positive",0.6775,"2015-02-21 13:41:02 -0","rtw4","Natick, MA, USA","Central Time (US & Canada)"
"@VirginAmerica can you please get me to the new york area before monday afternoon","neutral",1,"2015-02-21 13:32:58 -0","casualdiego","okayville, population me",""
"@VirginAmerica Thanks so much for the awesome support, you guys rock!","positive",1,"2015-02-21 13:32:49 -0","kyle_romanoff","",""
"@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback","negative",0.7053,"2015-02-21 13:30:18 -0","wmrrock","CT","Eastern Time (US & Canada)"
"@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.","negative",1,"2015-02-21 13:28:49 -0","wmrrock","CT","Eastern Time (US & Canada)"
"@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  ❄️❄️❄️","negative",0.642,"2015-02-21 13:18:45 -0","BigRichTexasPam","FREE ADVICE! ","Central Time (US & Canada)"
"@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!","positive",0.6667,"2015-02-21 13:00:26 -0","aaronkurlander","New York, NY","Eastern Time (US & Canada)"
"@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?","negative",1,"2015-02-21 12:54:58 -0","MistakeCakeJake","","Central Time (US & Canada)"
"@VirginAmerica can’t access your website from Safari on iPhone 6. Seems to work on Mac and iPad. Need iPhone to add Passbook.","negative",1,"2015-02-21 12:48:31 -0","NoelArtiles","Austin, TX","Central Time (US & Canada)"
"@VirginAmerica on iPad and iPhone, clicking the CHECKIN link in the email I received at 24hrs before flight","neutral",0.634,"2015-02-21 12:45:25 -0","floatingatoll","Silicon Valley, California","Pacific Time (US & Canada)"
"@VirginAmerica your mobile site is broken, shows 
""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"", won't let me checkin","negative",0.699,"2015-02-21 12:44:32 -0","floatingatoll","Silicon Valley, California","Pacific Time (US & Canada)"
"@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin","negative",0.664,"2015-02-21 12:23:36 -0","aaronkurlander","New York, NY","Eastern Time (US & Canada)"
"@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?","negative",1,"2015-02-21 12:18:51 -0","aaronkurlander","New York, NY","Eastern Time (US & Canada)"
"@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks","negative",1,"2015-02-21 12:07:17 -0","borknagar","chile","Santiago"
"@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh","negative",1,"2015-02-21 11:56:47 -0","propsonline","California, USA","Pacific Time (US & Canada)"
"@VirginAmerica I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ...","negative",1,"2015-02-21 11:55:01 -0","propsonline","California, USA","Pacific Time (US & Canada)"
"@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj","positive",0.6522,"2015-02-21 11:49:53 -0","carlos89178","",""
"@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline","positive",1,"2015-02-21 11:45:41 -0","carlos89178","",""
"@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad","negative",1,"2015-02-21 11:44:33 -0","shounshounette","",""
"@VirginAmerica it’s just a bug report, guys","neutral",1,"2015-02-21 11:40:53 -0","alanzeino","San Francisco","Pacific Time (US & Canada)"
"@VirginAmerica hold times at call center are a bit much","negative",1,"2015-02-21 11:35:03 -0","DonnellyPatrick","SF Bay Area","Pacific Time (US & Canada)"
"@VirginAmerica Like http://t.co/VPqEm31XUQ","positive",0.7081,"2015-02-21 11:10:26 -0","stefanpinto","Los Angeles, CA","Pacific Time (US & Canada)"
"@VirginAmerica Site down? #help","negative",0.6455,"2015-02-21 11:06:53 -0","josephschwegler","","Pacific Time (US & Canada)"
"@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l","positive",1,"2015-02-21 10:58:30 -0","jennifer_caron","Los Angeles, CA","Pacific Time (US & Canada)"
"Awesome! RT @VirginAmerica: Watch nominated films at 35,000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy","positive",0.6899,"2015-02-21 10:54:11 -0","miaerolinea","Worldwide","Caracas"
"@VirginAmerica thanks so much!","positive",1,"2015-02-21 10:40:51 -0","ninjasistah","Massachusetts","Eastern Time (US & Canada)"
"@VirginAmerica Trying to reset my password, email never arrives. Help?","negative",0.6701,"2015-02-21 10:37:28 -0","daniellewolff","Los Angeles, CA","Pacific Time (US & Canada)"
"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9","positive",0.6575,"2015-02-21 10:31:11 -0","EleonoraKaras","New York",""
"@VirginAmerica Very nicely done. 👏","positive",1,"2015-02-21 10:28:13 -0","carlosondrums","Las Vegas","Eastern Time (US & Canada)"
