"Text","Sentiment","SentimentConfidence","Date","Candidate","User","Location","User_timezone"
"Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang","positive",0.3523,"2015-08-07 09:53:54 -0700","Marco Rubio","VicSonaglia","","Quito"
"RT @JamesViser: Huh. Half of Clinton's charity went to...the Clintons! http://t.co/BVwRoSgWAL #copolitics #Hillary2016 #StopHillary #UniteB…","negative",0.6932,"2015-08-07 09:53:54 -0700","No candidate mentioned","paulrikmans","10km from amsterdam","Amsterdam"
"RT @kraig4u: #GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN","negative",0.6892,"2015-08-07 09:53:54 -0700","Donald Trump","LawrenceLange1","",""
"RT @DiegoUK: Democrats watching the #GOPDebate last night http://t.co/7v4WJok3vM 
#p2 #ctl #topprog #tcot #tlot","neutral",0.6737,"2015-08-07 09:53:54 -0700","No candidate mentioned","1936power","Philadelphia, PA","Eastern Time (US & Canada)"
"RT @AmyMek: We all owe @realDonaldTrump a huge thank you 4 exposing to the world👉@megynkelly, Chris Wallace, &amp; @FrankLuntz are true Rhinos!…","negative",0.6549,"2015-08-07 09:53:53 -0700","Donald Trump","awesomenautted","","Pacific Time (US & Canada)"
"RT @TheBaxterBean: Scott Walker Lies: Says WI Budget Has $535M Surplus (Actually Has $1.76B Deficit) http://t.co/VVMxzkxLKr #GOPDebate http…","negative",0.6395,"2015-08-07 09:53:53 -0700","Scott Walker","glamorqueen","","Central Time (US & Canada)"
"You're right Last I heard @SenSanders was that only women could give birth to s child. Has that changed? #GOPDebate  https://t.co/5HkCefp1hf","positive",0.3432,"2015-08-07 09:53:53 -0700","No candidate mentioned","outlawjoZ","EveryWhere","Eastern Time (US & Canada)"
"RT @pattonoswalt: ""Have any of you received a word from God?"" = ""Are any of you soup-sandwich crazy?"" #GOPDebate","neutral",0.6593,"2015-08-07 09:53:52 -0700","No candidate mentioned","Jh_Kleinman","","Pacific Time (US & Canada)"
"RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""","negative",1,"2015-08-07 09:53:52 -0700","No candidate mentioned","ProtectIllusion","","Mountain Time (US & Canada)"
"RT @LeslieMac: But the murder of black ppl is just fine- just not unborn black babies? #GOPLogic #GOPDebate","negative",0.6546,"2015-08-07 09:53:52 -0700","No candidate mentioned","TrishFish42","","Eastern Time (US & Canada)"
"RT @HillaryClinton: Missing Jon Stewart already. #GOPdebate #JonVoyage -H","neutral",0.7024,"2015-08-07 09:53:51 -0700","No candidate mentioned","dustysandyroads","CA","Pacific Time (US & Canada)"
"RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate","positive",1,"2015-08-07 09:53:51 -0700","Chris Christie","FasterTrader","Los Angeles, CA",""
"RT @libertyjibbet: Hey .@realDonaldTrump You know who didn't whine about ""unfair"" questions? @CarlyFiorina Grow a set why don't ya'. #GOPDe…","positive",0.3587,"2015-08-07 09:53:49 -0700","Donald Trump","hankkohl","","Central Time (US & Canada)"
"You can't be pro-life AND have watched that 2 hour abortion last night.
#GOPDebate #forkedtongue #IseeOrangePeople","negative",1,"2015-08-07 09:53:49 -0700","No candidate mentioned","jcmarder","San Marino, California","Pacific Time (US & Canada)"
"RT @DanScavino: .@MegynKelly,
You failed the American people tonight. 
You tried to make history, by destroying @realDonaldTrump. #KellyFai…","negative",1,"2015-08-07 09:53:48 -0700","Donald Trump","JCArgentum","",""
"RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate","negative",1,"2015-08-07 09:53:48 -0700","No candidate mentioned","markmcandrew","Athens, Ga",""
"RT @TeamMarco: Marco nailed it on abortion. We must protect life. #GOPDebate http://t.co/Nn6S7dO22J","positive",0.3373,"2015-08-07 09:53:48 -0700","Marco Rubio","JoWesterhof","",""
"@megynkelly @BretBaier @foxnews WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate","negative",1,"2015-08-07 09:53:47 -0700","Donald Trump","Transcend_Rsrch","",""
"They obviously didn't get the memo about #SeersuckerThursday. #GOPDebate http://t.co/LZagRRtZfl","negative",0.3451,"2015-08-07 09:53:47 -0700","No candidate mentioned","Caitlin_R_Olson","Berkeley, CA",""
"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate 😒 --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h","negative",0.6262,"2015-08-07 09:53:47 -0700","Donald Trump","teachsbeach","","Cape Verde Is."
"RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebate…","negative",0.7033,"2015-08-07 09:53:46 -0700","No candidate mentioned","JagbusAnne","",""
"Trump gloating abt buying GOP+Dem pols &amp;them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate https://t.co/5spmU3csIc","negative",0.6429,"2015-08-07 09:53:46 -0700","Donald Trump","jennpozner","Brooklyn, NY","Eastern Time (US & Canada)"
"RT @peddoc63: Go Carly📢
Go Carly📢
Go Carly📢
@CarlyFiorina #Carly2016 #GOPDebate
@FlyoverCulture @LeahR77 @steph93065 @MaydnUSA http://t.co/…","positive",0.3372,"2015-08-07 09:53:46 -0700","No candidate mentioned","TheRightback1","",""
"RT @Daenerys: Listening to the #GOPDebate like http://t.co/3JrCuQdAFu","negative",0.3296,"2015-08-07 09:53:46 -0700","No candidate mentioned","DeisenrothJune","",""
"RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.","positive",1,"2015-08-07 09:53:45 -0700","Rand Paul","georgecorey4","portsmouth ,Rhode Island",""
"RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.","negative",1,"2015-08-07 09:53:45 -0700","No candidate mentioned","JJBills14","",""
"RT @pfikac: .@JebBush 'We are on the verge of the greatest time to be alive in this world but Washington is holding us back' #mysa #txlege …","negative",0.3563,"2015-08-07 09:53:45 -0700","Jeb Bush","aeroG","Houston, Texas","Central Time (US & Canada)"
"RT @DrMartyFox: #Trump Wins Drudge 
Debate Poll 

➡️ By A Landslide 

#TedCruz #2 

#GOPDebate #PJNET🇺🇸  
☑️ http://t.co/YUh6j7QqHA http://…","negative",0.3385,"2015-08-07 09:53:44 -0700","Donald Trump","urokiamok","SSCA","Arizona"
"RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. …","positive",0.6923,"2015-08-07 09:53:44 -0700","No candidate mentioned","jojo21","Ellicott City, Maryland","Eastern Time (US & Canada)"
"Summary is the #GOPDebate: Status quo shit show","negative",1,"2015-08-07 09:53:44 -0700","No candidate mentioned","magicfreak81","New York, NY","Eastern Time (US & Canada)"
"RT @ThePatriot143: Debbie Blocks Tweeter Who Questioned Dem Debate Schedule  http://t.co/gXNa0TOqaQ #GOPDebate @DWStweets http://t.co/kxIKF…","negative",0.6729,"2015-08-07 09:53:44 -0700","No candidate mentioned","abitx2u","God's Country",""
"RT @sallykohn: Hey look, it’s 10 men standing on a stage arguing why they should get to control women’s bodies and choices. #GOPDebate","negative",0.6783,"2015-08-07 09:53:43 -0700","No candidate mentioned","TrishFish42","","Eastern Time (US & Canada)"
"RT @TheBaxterBean: Rubio Budget Raises MiddleClass Taxes, Adds $4.5T Deficit, Cuts InvestmentTax To $0 http://t.co/9S9NuVSAf7 #GOPDebate ht…","neutral",0.3263,"2015-08-07 09:53:43 -0700","Marco Rubio","SteegVan","Central  Florida","Eastern Time (US & Canada)"
"RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #un…","negative",1,"2015-08-07 09:53:42 -0700","No candidate mentioned","realJohnJericho","","Central Time (US & Canada)"
"RT @NancyOsborne180: #GOPDebate #BATsAsk @BadassTeachersA #TBATs Debate over We learned nothing new 
http://t.co/VMtnRi7xev http://t.co/6mt…","neutral",0.6322,"2015-08-07 09:53:42 -0700","No candidate mentioned","Kathielarsyn","",""
"RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate","negative",1,"2015-08-07 09:53:42 -0700","No candidate mentioned","cornopaez","Pittsburgh, PA","Eastern Time (US & Canada)"
"RT @Bipartisanism: Ben Carson spoke about science at the #GOPDebate and @neiltyson was like: http://t.co/bYoOH7i3N6","neutral",0.3279,"2015-08-07 09:53:41 -0700","Ben Carson","marcylauren","Delaware","Eastern Time (US & Canada)"
"Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube","negative",0.6344,"2015-08-07 09:53:40 -0700","No candidate mentioned","EusebiaAq","America","Eastern Time (US & Canada)"
"#GOPDebate The talking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching","negative",0.6667,"2015-08-07 09:53:40 -0700","No candidate mentioned","bad_robot_57","",""
"RT @STEEL5757: 🎀 #DonaldTrump Plaza Casino #TeddyBear Plush in #Tuxedo 🎀 http://t.co/QHTTX0PLDG 🎀 #CoolStuff #GOPDebate http://t.co/QJUnzjY…","neutral",0.3626,"2015-08-07 09:53:39 -0700","Donald Trump","NottlyCreek","",""
"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV","positive",0.6374,"2015-08-07 09:53:38 -0700","Donald Trump","murmiles","People's Republic of Broward",""
"RT @AC360: It wasn’t all #DonaldTrump. The most memorable #GOPDebate moments right now on #AC360. http://t.co/kDNhGj2RY3 http://t.co/HZ9GwE…","neutral",0.6599,"2015-08-07 09:53:37 -0700","Donald Trump","paryparpari","",""
"#GOPDebate in one picture http://t.co/WMmucJUqJu","neutral",1,"2015-08-07 09:53:37 -0700","Donald Trump","owlzly","Up North","Pacific Time (US & Canada)"
"RT @maureenjohnson: ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' …","negative",0.6718,"2015-08-07 09:53:37 -0700","No candidate mentioned","marcidarling","Nashville","Central Time (US & Canada)"
"""I think God's a pretty fair guy"" -Ben Carson, neurosurgeon, on his belief modern day taxation should be based on an ancient book
#GOPDebate","negative",0.3409,"2015-08-07 09:53:36 -0700","Ben Carson","SmittyMyBro","John Smith AKA Bazooka Joe","Central Time (US & Canada)"
"RT @NancyLeeGrahn: The cheers from #GOPDebate  audience afterTrump defiantly named @Rosie as the woman he called ""Fat Pig"" were the voices …","negative",1,"2015-08-07 09:53:35 -0700","Donald Trump","shyone269","Not where I want to be U.S.A.","America/New_York"
"#BlackLives don't matter, apparently, to Republican candidates for president  http://t.co/8rfevFWSXx / or to @FoxNews #uniteblue #GOPDebate","negative",1,"2015-08-07 09:53:35 -0700","No candidate mentioned","Truthbuster","New York, NY","Eastern Time (US & Canada)"
"Overall the main thing we learned from the #GOPDebate is that only straight, white, men matter.","negative",1,"2015-08-07 09:53:34 -0700","No candidate mentioned","Alee_Bono","The Moon","Mountain Time (US & Canada)"
"@USFree4life I thought @seanhannity had the best post #GOPDebate interviews of the night, gave them all a chance 2straighten their position.","positive",0.6629,"2015-08-07 09:53:34 -0700","No candidate mentioned","Alaskan3401","Alaska,South Central","Alaska"
"RT @JohnKasich: Hey @RealDonaldTrump, if you're still looking to chip in, check out http://t.co/dy8KnZ122T

#GOPDebate","negative",0.3452,"2015-08-07 09:53:32 -0700","Donald Trump","kevinburger72","","Central Time (US & Canada)"
"@megynkelly @BretBaier #ChrisWallace, #America is criticizing UR PERFORMANCES during #GOPDebate b/c U did a REALLY bad job as ""moderators.""","negative",1,"2015-08-07 09:53:32 -0700","No candidate mentioned","fc7822","Riverside, CA - USA","Pacific Time (US & Canada)"
"“@GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate rigged","negative",1,"2015-08-07 09:53:32 -0700","Mike Huckabee","held_jana","",""
"RT @oftenimprudent: I wish we could teach teenage girls to love themselves as much as Donald Trump loves himself. #GOPdebate","negative",1,"2015-08-07 09:53:32 -0700","Donald Trump","justanothersnl","with Carmen Sandiego","Eastern Time (US & Canada)"
"RT @AmyMek: Conservatives are a people without a Network! 

#GOPDebate @FoxNews","negative",1,"2015-08-07 09:53:31 -0700","No candidate mentioned","unicornmajik","Arizona","Arizona"
"RT @BHowl_: How come there's no talk about climate change? Has anyone here even seen California right now? #GOPDebate #DebateWithBernie","negative",1,"2015-08-07 09:53:30 -0700","No candidate mentioned","rwyckoff46","Brattleboro, VT","Eastern Time (US & Canada)"
"RT @travisconsidine: .@GovernorPerry #GOPDebate Performance Review-Reel: https://t.co/o5QUROZbku #Perry2016","neutral",1,"2015-08-07 09:53:30 -0700","No candidate mentioned","jojo21","Ellicott City, Maryland","Eastern Time (US & Canada)"
"RT @ChrisJZullo: Last night they could have have raised their hands. I'm a spoiled billionaire, I'm an oligarch, I'm a racist, I'm a religi…","negative",1,"2015-08-07 09:53:29 -0700","No candidate mentioned","ThadM44","Pennsylvania",""
"#GOPDebate 2016 #teamdrbencarson @RealBenCarson  WOW! Brilliant, Cool, Calm &amp; Collected.#empowering","positive",1,"2015-08-07 09:53:29 -0700","Ben Carson","mmprnews","Florida, USA","Eastern Time (US & Canada)"
"RT @SooperMexican: Ted Cruz doesn't appreciate your emphatically sarcastic air quotes, megan kelly. #GOPDebate","neutral",0.3636,"2015-08-07 09:53:29 -0700","Ted Cruz","peaceischrist","Washington State",""
"RT @BenJamminWalker: Under no circumstances should 10 men dictate abortion rights to women. It's the 21st Century, we are better than that.…","negative",0.6629,"2015-08-07 09:53:28 -0700","No candidate mentioned","SableViews","rural Wisconsin, USA","Central Time (US & Canada)"
"RT @DanScavino: #GOPDebate Winner!
Drudge 50% (187K) @realDonaldTrump 
TIME 46% (25K) @realDonaldTrump 
FOXSD 49% @realDonaldTrump http://t…","positive",0.7049,"2015-08-07 09:53:28 -0700","Donald Trump","Samstwitch","Fort Worth, Texas","Central Time (US & Canada)"
"RT @JoePrich: .@megynkelly  In 2012 you chided @CandyCrowley for ""going from objective moderator to active participant"" #GOPDebate http://t…","negative",0.6939,"2015-08-07 09:53:28 -0700","No candidate mentioned","bittybyte","the cosmos / az","Arizona"
"#GOPDebate @FoxNews @realDonaldTrump  in1996 you called @billclinton a two timing slut.  Do you stand by that statement!?","negative",0.6344,"2015-08-07 09:53:28 -0700","Donald Trump","talkbackny","NYC","Quito"
"RT @renomarky: ☑ never watch #KellyFile again

1. #GOPDebate questions 
2. Pandering to @DWStweets 
3. Making it about ratings not🇺🇸 http:/…","negative",1,"2015-08-07 09:53:26 -0700","No candidate mentioned","helenehrenhofer","","Central Time (US & Canada)"
"IMHO #GOPDebate 
winners #MarcoRubio #Kasich #DonaldTrump 
Losers #ScottWalker #RandPaul #BenCarson 
All others were completely forgettable","positive",0.6562,"2015-08-07 09:53:26 -0700","Marco Rubio","KevsKreations","","America/Los_Angeles"
"RT @JohnKasich: SMALLER GOVT: Ohio government payroll is smaller than it's been in 3 decades. http://t.co/IGfIF4J1TT #GOPDebate http://t.co…","positive",0.3646,"2015-08-07 09:53:26 -0700","John Kasich","kevinburger72","","Central Time (US & Canada)"
"RT @zellieimani: Twitter Users Takeover #GOPDebate Hashtag to Drag GOP Candidates https://t.co/lMzNoMpFMW #KKKorGOP http://t.co/EWEz899A0c","neutral",0.6588,"2015-08-07 09:53:25 -0700","No candidate mentioned","DonaldJChump","New York, New York","Eastern Time (US & Canada)"
"RT @JebBush: ""Challenging the teacher's unions and beating them is the way to go."" – Jeb http://t.co/5ImGwdRL4G #GOPDebate","negative",0.6652,"2015-08-07 09:53:25 -0700","Jeb Bush","annasekulow","Miami, FL","Georgetown"
"RT @billyeichner: Thank you all for watching the #GOPDebate tonight. @julieklausner and I had a blast writing it.","neutral",0.3773,"2015-08-07 09:53:24 -0700","No candidate mentioned","golden_claud","Texas State University ",""
"@theblaze The REAL war on women!@realDonaldTrump @megynkelly @rushlimbaugh #GOPDebate @AnnCoulter","negative",0.6905,"2015-08-07 09:53:23 -0700","Donald Trump","amapes3","",""
