"Text","Sentiment","Sentiment_directed_at"
"I have my golden tickets f 4sq party Day after the real party #Redbullbpm with Felix da Housecat playing on iPad! #SXSW  {link}","positive",""
"GSD&amp;M Google #sxsw party with @mention is blowing my mind. So much amazing food, drink, music, &amp; photo booth fun!","positive",""
"#SXSW the google authenticator app for mobile devices is a step ahead...","positive","Other Google product or service"
".@mention Google Circles will be the first real alternative to Facebook #sxsw","positive","Other Google product or service"
"â€œ@mention Google now lets you block sites you can't stand {link} How about #sxsw blocking that looks like what I need","positive","Google"
"Length of Google penalty based on severity of breach of webmaster guidelines. i.e.white text on white bgr might get 30 day pen. #sxsw #qagb","negative",""
"â€œ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswâ€ù 
It'll never beat myspace.","negative","Other Google product or service"
"â€œ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswâ€ù @mention  bigger than gaga","positive","Other Google product or service"
"â€œ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswâ€ù. Super interesting...","positive","Google"
"â€œ@mention Google to Launch New Social Network Called Circles, Today? {link} #sxswâ€ù Applause for a new privacy model attempt","positive",""
".@mention Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW  | RT @mention","positive","Google"
"Future of Google: Contextual discovery. Location + context helps us go deeper than ever. Searches without search @mention #sxsw","positive","Google"
"Check out GoogleTV to iPad Apps: The Connected TV Experience at SXSW.
{link} #SXSW #ConnectedTV","positive","iPad or iPhone App"
"Check out GoogleTV to iPad Apps: The Connected TV Experience at SXSW.
{link} #SXSW #ConnectedTV Fascinating!","positive","iPad or iPhone App"
"CNNMoney: Got a craving? #SXSW minds created an app for that - Foodspotting {link} #iPhone #apps","positive",""
"iPad 2 in hand, awesome dude gave me cutsies on a 3 hour line. #austin #apple #sxsw #winning","positive","iPad"
"#smtravel hasn't heard - Google plans to launch a socnet in May - &quot;Circles&quot;. They have learned a lot in 5 years, lots has changed. via #sxsw","positive","Google"
"I may not have invites to all the &quot;cool&quot; #sxsw #sxswi parties, but I do have two iPhone chargers in my pocket, so you'll be happy to see me!","positive",""
"I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2. I love this place!","positive","iPad"
"#Apple to Hawk iPad 2 at #SXSW Festival Popup Store!  {link}  by @mention","positive","iPad or iPhone App"
"@mention  hello! Enjoy #Sxsw and ride anywhere in Austin for $10 . download the #GroundLink app, {link} booth 437","positive",""
"Oh Lordy, here we go... RT @mention What time does the #apple store at #sxsw open? Pulling the #ipad2 trigger.","positive","iPad"
"Loved the honesty in Google's Marissa Mayer keynote: we have too many products and need to step up customer service for locations #sxsw","positive","Google"
"Hey #SXSW how bout donating all this $ your spending on the new #iPad to Japan. Do you REALLY need that thing?","negative","iPad"
"Wondering how much revenue the Austin @mention store grossed on account of the ipad2, amid #sxsw ...what a strategic release...","positive",""
"How could I forget my cell phone today for #SXSW what a fail glad I have my iPad #lifelinetotheworld","positive","iPad"
".@mention I have a 3G iPhone. After 3 hrs tweeting at #RISE_Austin, it was dead!  I need to upgrade. Plugin stations at #SXSW.","negative","iPhone"
".@mention I have a feeling #SXSW will be the worst place to try &amp; get an iPad 2- everyone there will be trying to get one. #techiesunite","negative","iPad"
"Love that I have a MacBook, iPad, and iPhone with me at #sxsw this year. One runs out of juice, and I can jump to the next.","positive","iPhone"
"Holy cow! I just got hooked by Paolo and Alex with a backup charger for my iPhone! facebook.com/powermat #powermatteam #sxsw #thanks","positive","iPhone"
"Holy cow! I just got hooked by Paolo and Alex with a backup charger for my iPhone! facebook.com/powermat #powermattteam #sxsw #thanks","positive","iPhone"
"Catch 22â€_ I mean iPad 2 at #SXSW - {link} #apple #ipad2","positive",""
"Catch 22â€_ I mean iPad 2 at #SXSW : {link}","neutral",""
"I knew if I plied @mention with beer and stogies last night I'd weasel my way into the Team Android party tonight. #success #SXSW.","positive","Android"
"I thought I would use my iPad a lot during #SXSW, but I haven't even touched it once.  Hmmzies.","negative","iPad"
"â€œ@mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSWâ€ù","positive",""
"@mention  I'm beyond frustrated w/ @mention after this Samsung Moment runaround &amp; am leaving for ATT &amp; iPhone so I can enjoy #sxsw.","positive","iPhone"
"I have no idea why this startupbus thing is so addictive: {link} #sxsw Also just added Android app.","positive","Android App"
"Hot-spot! If only @mention data speed could keep up RT @mention Also, thanks to Apple for releasing iOS 4.3 just in time for #SXSW","positive","Apple"
"wondering if ppl in #sxsw on friday will queue at the convention centre or the apple store! xD i'm still figuring out wot i'll do!","positive","Apple"
"This Week in #iPad clip: @mention joins @mention to review the free #SXSW Go #App! {link} #iPad2 #SXSWGo","positive",""
"If you're in a room full of people w/good Wi-Fi at #SXSW run #FrostWire on your Android {link} Share pics, apps, vids w/others","positive","Android App"
"If you're in a room full of people w/good Wi-Fi at #SXSW run #FrostWire on your Android {link} share pics, apps, vids w/others","positive","Android App"
"Hot spots in Austin on Gowalla right now: convention cnt, the Ignite party n the Apple store. #sxsw #sxswi","positive","Apple"
"I will be in Austin this weekend @mention #SXSW supporting Smarty Ears' launch of new iPad apps for Speech Therapy {link} #sxswh #sxsh","positive",""
"For those in need of sweet Mac goodness at #SXSW, Apple has set up a temporary store downtown: {link}","positive","Apple"
"Zite, the Intelligent iPad Magazine: {link} &lt;  Deliciousness. #sxsw #trending #youneedthis","positive","iPad"
"google is interested in location based tech for indoor venues - businesses, convention centers etc.  Tech needs to improve first.  #sxsw","negative","Google"
"Tim Soo's invisible instruments are jaw dropping. iPhone+Wii controller. {link} #lovemusicapi #sxsw","positive","iPhone"
"Rockin an iPad 2 from the downtown Apple #SXSW store. #apple","positive","iPad"
"#technews iPad 2 Gets Temporary Apple Store for SXSW {link} #Tech_News #Apple #Apple_Store #iPad_2 #SXSW #tech","positive",""
"AWESOME!! ipad 2 jailbreak!! {link} Grateful Dead #fab5 #sxsw","positive","iPad"
"New Post: iPad 2 Launches to Huge Lines at Apple Pop-Up Shop in Austin {link} #SXSW #SXSWi","positive","iPad"
"â€œ@mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #socialmedia #tech #ipad2 #mediaâ€ù","positive","iPad"
"Remaining iPad 2 stock at #sxsw Apple store.. Come get one :-)  {link}","positive","iPad"
"I won the iPad accessories bag! Thanks @mention #SXSW","positive","iPad"
"The #sxsw iPad app is pure gold. @mention","positive","iPad or iPhone App"
"the first iPad didn't even exist here last year and I already feel like I'm pulling out an antique everytime I use my iPad #sxsw #ipad2","negative","iPad"
"Turn your iPad into a 'physical messaging platform' with Holler Gram, a cheeky app we built for #SXSW. {link}","positive","iPad or iPhone App"
"shoot, my ipad will not display any search results :( will have to go through questions later #osmpw #sxsw","negative","iPad"
"Pic of my iPad-winning performance: {link} #sxsw #accordion #toodamnlucky","positive","iPad"
"I fear no iphone + #att 3gs slowpoke network during #sxsw &amp; #sxswmusic.","positive","iPhone"
"The #SXSW iPhone app is mocking me. Like I have the money to be there - COME ON.","negative","iPad or iPhone App"
"The #SXSW iPhone app is one of the worst I've had to use in a very long time.","negative","iPad or iPhone App"
"Very cool iphone app just launched at #sxsw FlyPost: community bulletin board w/ location. Learn more: {link} {link}","positive","iPad or iPhone App"
"Pedicab + iPhone charger would be epic win. #SXSW","positive","Other Apple product or service"
"Check out iPhone Developer Meet Up at SXSW.
{link} #SXSW","positive","iPhone"
"Forgot my iPhone for #sxsw. Android only. Knife to a gun fight","neutral",""
"&quot;the iPhone is a transient device used in short bursts; the iPad is an 'after 8pm, on the couch' device.&quot; @mention #sxsw","positive","iPhone"
"Disliking iPhone twitter auto shortening links for me. #sxsw","negative","iPad or iPhone App"
"@mention  iPhone. Clearly. Positively. Happily. #SXSW","positive","iPhone"
"Flipboard is developing an iPhone version, not Android, says @mention #sxsw","positive","iPhone"
"my iPhone is overheating. why are there so many british sounding people in texas? #SXSW","negative","iPhone"
"So {link} is part of my presentation at #SXSW so good thing it's crashing now instead of then. Works best on iPhone/Android","positive","iPhone"
"my sister is throwing the Google sxsw party tonigh Come!! {link} Bands, food, art, ice cream, nifty interactive #sxsw","positive","Google"
"My iPhone is wilting under the stress of being at #sxsw.","negative","iPhone"
"I believe it - I almost always use Google Maps on my iPhone RT @mention 40% of Google Maps use is Mobile says @mention #sxsw","positive","Other Google product or service"
"Of course it does! RT @mention #SXSW Gets Its Own Apple Store {link} #geeksrule","positive","Apple"
"Gotta get it! RT @mention Hey Taariq, howdy from Texas, fav #sXsw app is: {link} &lt;--android-or get Iphone #UsGuys","positive","iPad or iPhone App"
"@mention  Its bigger than an iphone and smaller than a PC, so good for big events like #SXSW and meeti? {link}","positive",""
"@mention  Its bigger than an iphone and smaller than a PC, so good for big events like #SXSW and meeting day? {link}","positive","iPad"
"I'm a bit jealous seeing #SXSW attendees with #ipad2. My iPad seems so obsolete...","positive","iPad"
"&quot;I'm just learning all of these things from the screen.&quot; A 4-year old's explanation of how she instantly knew how to use an iPad. #sxsw","positive","iPad"
"more that just location, PixieEngine! RT @mention Google says the future is location, location, location: {link} #SXSW #CNN","negative","Google"
"This iPad keeps me awake. Thank god I bought it.... #SXSW","positive","iPad"
"Kawasaki: key to enchantment = trustworthiness of Zappos + likeability of Richard Branson + product of Apple #sxsw #mccannsxsw #mrmworldwide","neutral",""
"iPhone, I know this #SXSW week will be tough on your already-dwindling battery, but so help me Jeebus if you keep correcting my curse words.","negative","iPhone"
"Google no lanzara ningun producto en South by SouthWest #sxsw 2011 {link}","neutral",""
"Google to launch a social network, Circles, at #SxSW - {link} - Who's excited?","positive","Other Google product or service"
"Google to Launch Major New Social Network Called Circles  {link} #sxsw (via @mention","positive","Google"
"Google to Launch Major New Social Network Called Circles (Updated) {link} *Not launched at #SXSW, but soon. Should I care?","negative","Other Google product or service"
"Google to Launch Major New Social Network Called Circles, {link} #sxsw - Brazil's orkut users have been waiting.","positive","Other Google product or service"
"Google to Launch Major New Social Network Called Circles, Possibly Today (Updated) by @mention {link} #sxsw","positive","Other Google product or service"
"Google to Launch Major New Social Network Called Circles, Possibly Today {link}","positive","Google"
"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw - this will surely be a threat to FB","positive","Other Google product or service"
"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw #Pakistan #cwc2011","positive","Other Google product or service"
"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw rt @mention via @mention","positive",""
"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswâ€ù &gt;&gt; Should be good","positive",""
