"Text","Sentiment","SentimentConfidence","Date","Query"
"@Apple @tim_cook Perhaps a less malleable metal for the shell of the #iPhone6SPlus. #noticedsomecurve","neutral",0.6518,"Tue Dec 02 07:21:27  2014","#AAPL OR @Apple"
"MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube @apple #macbook #macbookpro #startup #hipster","neutral",1,"Tue Dec 02 07:21:37  2014","#AAPL OR @Apple"
"MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing","neutral",1,"Tue Dec 02 07:21:47  2014","#AAPL OR @Apple"
"iPad Mini Unboxing!: http://t.co/GnLy8W75nA via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing","neutral",1,"Tue Dec 02 07:22:07  2014","#AAPL OR @Apple"
"iPad Mini First Time Startup!: http://t.co/vGHN798zzs via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox","neutral",0.6491,"Tue Dec 02 07:22:17  2014","#AAPL OR @Apple"
"@apple where the iPod 6 at doe?","neutral",0.6765,"Tue Dec 02 07:24:48  2014","#AAPL OR @Apple"
"Can @apple drop Audio Only rendition requirement for iOS apps? 
Users hate it 
No other stores want it
Other platforms don't know what it is","negative",0.6827,"Tue Dec 02 07:32:56  2014","#AAPL OR @Apple"
"None too happy with @Apple Mac OS X (Yosemite), File Vault 2, or Boot Camp right now. Thankful to own a @lenovo.","negative",0.8539,"Tue Dec 02 07:45:08  2014","#AAPL OR @Apple"
"#iPhone6S to #emerge spring 2015 with @Apple [#Apple] Watch?. (#Tuesday, 2 #December) http://t.co/NnGLuvYW6M","neutral",1,"Tue Dec 02 08:04:55  2014","#AAPL OR @Apple"
"All my Apps on @apple #ipodtouch5thgen http://t.co/cRhwdbSxSx http://t.co/UNpPU4zrRq","neutral",1,"Tue Dec 02 08:25:58  2014","#AAPL OR @Apple"
"I demand there be a tapatio emoji @apple","negative",0.6882,"Tue Dec 02 08:27:10  2014","#AAPL OR @Apple"
"My apps @apple #ipodtouch5thgen http://t.co/ttEzGarBXd http://t.co/8bUawltG4i","neutral",1,"Tue Dec 02 08:27:27  2014","#AAPL OR @Apple"
"#AAPL:
Call America for free until Christmas: Tesco cuts costs for relaunch...
http://t.co/ujvbkQVfqj","neutral",0.679,"Tue Dec 02 08:30:04  2014","#AAPL OR @Apple"
"so for the second time #aapl #pages ate my edits. 700bn? #amateurs #fail #iwantjobsback","negative",0.7284,"Tue Dec 02 08:37:56  2014","#AAPL OR @Apple"
"feel so lost with out my phone :(  @apple iPhone 5 chargers are horrendous! #brokenchargerprobs","negative",1,"Tue Dec 02 08:44:36  2014","#AAPL OR @Apple"
"#AAPL:Apple heads to trial over digital music claims...http://t.co/vOpYSuiVKi","neutral",1,"Tue Dec 02 08:45:04  2014","#AAPL OR @Apple"
"Excellent news #HouseOfCards S3 on @netflix 27/2! I wonder if Yosemite &amp; my wifi will be talking by then @apple @tim_cook ? It's been wks!!","negative",0.7248,"Tue Dec 02 08:46:14  2014","#AAPL OR @Apple"
"@apple my laptop is burning my legs what do u have to say about this","negative",1,"Tue Dec 02 08:46:43  2014","#AAPL OR @Apple"
"@benh4ll @netflix @Apple @tim_cook Great news! hope your wifi gets sorted though!","positive",0.667,"Tue Dec 02 08:49:46  2014","#AAPL OR @Apple"
"The Secret of Life from Steve Jobs in 46 Seconds. Some #motivation from the late CEO of @apple http://t.co/7UOYKec9YN","neutral",1,"Tue Dec 02 08:50:13  2014","#AAPL OR @Apple"
"10 best #SteveJobs #apple #aapl #tech30 http://t.co/FkrkG1iF7g via","neutral",1,"Tue Dec 02 08:54:32  2014","#AAPL OR @Apple"
"@HammerArcade This makes me feel so sad ;-; WHY DO U HAVE TO BE SO ROOD @APPLE","negative",0.6826,"Tue Dec 02 09:03:55  2014","#AAPL OR @Apple"
"I hate these @apple earphones so bad. Why in the world did they think it was a good idea to p http://t.co/X7lIGAQeG5 http://t.co/ihR2OGZa6s","negative",1,"Tue Dec 02 09:25:47  2014","#AAPL OR @Apple"
"@QuentinNield @Apple I need to reinstall on my Apple iPad 2","neutral",1,"Tue Dec 02 09:30:38  2014","#AAPL OR @Apple"
"@Apple, I salut you! @kcdenton's photo http://t.co/nmwlvZVjHS","positive",1,"Tue Dec 02 09:31:29  2014","#AAPL OR @Apple"
"MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube @apple #macbook #macbookpro #startup #hipster","neutral",1,"Tue Dec 02 09:40:50  2014","#AAPL OR @Apple"
"MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing","neutral",1,"Tue Dec 02 09:41:00  2014","#AAPL OR @Apple"
"iPad Mini Unboxing!: http://t.co/GnLy8W75nA via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing","neutral",0.665,"Tue Dec 02 09:41:21  2014","#AAPL OR @Apple"
"iPad Mini First Time Startup!: http://t.co/vGHN798zzs via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox","neutral",0.667,"Tue Dec 02 09:41:31  2014","#AAPL OR @Apple"
"Smartphone/tablet to become home automation hub, how can any wireless protocol beat #WiFi and #Bluetooth @apple #Homekit @ShortcutLabs #flic","neutral",0.7651,"Tue Dec 02 09:57:08  2014","#AAPL OR @Apple"
"Options Outlook Amid Heavy Week Of Economic Events http://t.co/J7hj76F2sG #AAPL #GOOG #GOOGL #TSLA #WMT #PreMarket #Markets","neutral",1,"Tue Dec 02 10:01:35  2014","#AAPL OR @Apple"
"Why you dying so fast phone? Fuck you @apple","negative",0.6758,"Tue Dec 02 10:15:47  2014","#AAPL OR @Apple"
"@remuuusss @apple fix this","negative",0.6681,"Tue Dec 02 10:22:00  2014","#AAPL OR @Apple"
"It's been said 'don't talk about politics', But I can't take it anymr. I'll still post about @cisco, @apple and others. But we need change.","neutral",1,"Tue Dec 02 10:23:53  2014","#AAPL OR @Apple"
"Does anybody knows how to use å£ on a Macbook Pro Retina US keyboard? Thank you so much! @apple #macbook #pro #apple #keyboard","neutral",0.7016,"Tue Dec 02 10:43:18  2014","#AAPL OR @Apple"
"The best guest behind Apple's rapid stock price decline yesterday is algorithmic trading. $40bn wiped off by automatic computer trades #AAPL","neutral",0.6538,"Tue Dec 02 10:47:54  2014","#AAPL OR @Apple"
"@Apple awarded #patent 4 #augmented reality devices w #transparent #displays - http://t.co/uwfnVajgU7 http://t.co/yuhQsR8lOb","neutral",0.9144,"Tue Dec 02 10:49:45  2014","#AAPL OR @Apple"
"@apple #apple #iphone @iphone #iphone4s #iphone4problems  SOMEONE FUCKING HELP ME SOMEONE WHO WORKS AT APPLE FUCKING HELP ME DO UR JOB CUNTS","negative",1,"Tue Dec 02 11:11:30  2014","#AAPL OR @Apple"
"WTF @Apple, synching notes or iCloud pages is unusable. It used to be easier.","negative",1,"Tue Dec 02 11:30:02  2014","#AAPL OR @Apple"
"#Nasdaq100 #recent #market #exit #4: Sold $AAPL long for a 10.49% #gain in 20 days. #AAPL #forex #trading #stocks","neutral",1,"Tue Dec 02 11:35:09  2014","#AAPL OR @Apple"
"hey @apple fuck you just let me change stores","negative",1,"Tue Dec 02 11:42:11  2014","#AAPL OR @Apple"
"about to write a huge fuck you to @apple for not letting me make reservations to get my laptop fixed","negative",1,"Tue Dec 02 11:43:08  2014","#AAPL OR @Apple"
"Apple tumbles as much as 6 percent in unusual trading $AAPL #aapl
http://t.co/0wtDVpBm4u","negative",0.6631,"Tue Dec 02 11:44:21  2014","#AAPL OR @Apple"
"@angusdick yes, had that exact issue. Took it to @apple for a free battery replacement. Trackpad ended up being fine.","neutral",1,"Tue Dec 02 11:45:09  2014","#AAPL OR @Apple"
"@JimCramer Says 'Machines' Caused @Apple's Big Drop $AAPL  http://t.co/pfzq1N52hH","negative",0.532,"Tue Dec 02 11:46:53  2014","#AAPL OR @Apple"
"@maxscottslade @Apple yeah the trackpad is fine and working now! but I had to damage one of the screw holdings to get the battery out","negative",0.6387,"Tue Dec 02 11:46:56  2014","#AAPL OR @Apple"
"Video Shows Size of 12.2-Inch 'iPad Air Plus' Mockup Next to iPhones, iPads, and MacBook http://t.co/B3V5X45stZ #AAPL","neutral",1,"Tue Dec 02 12:00:48  2014","#AAPL OR @Apple"
"RT @elnuevoherald: Steve Jobs, clave en juicio contra @Apple 
http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn","neutral",1,"Tue Dec 02 12:08:48  2014","#AAPL OR @Apple"
"@Apple #fail - Since updating my #ipad #OS there is a #bug that does not delete videos and free up memory forcing... http://t.co/AjdDTF19Nn","negative",1,"Tue Dec 02 12:14:24  2014","#AAPL OR @Apple"
"Apple Opening New Retail Store in Toledo, Ohio Saturday, December 6 [Mac Blog] http://t.co/ynkgEl9JSL #AAPL","neutral",0.6635,"Tue Dec 02 12:18:10  2014","#AAPL OR @Apple"
"Why Morgan Stanley Is Negative On Apple And The Tech Sector $AAPL #aapl
http://t.co/wARhEy9ueH","neutral",1,"Tue Dec 02 12:32:34  2014","#AAPL OR @Apple"
"Google Is Now Beating Apple In This One Key Sector $AAPL #aapl
http://t.co/WvcXxxXlds","neutral",0.4806,"Tue Dec 02 12:44:56  2014","#AAPL OR @Apple"
"BBC News - Evidence by late Steve Jobs to be used in music trial
#AAPL

http://t.co/I6DXPPUWJy","neutral",0.6678,"Tue Dec 02 12:45:40  2014","#AAPL OR @Apple"
"my alarm was set the ringer was on and it just refused to work fuck u @apple","negative",1,"Tue Dec 02 12:56:04  2014","#AAPL OR @Apple"
"@twitter @facebook @AlibabaTalk @google @Apple n more in race to win payments? What's future of #payments start-ups? @microsave @FinTechHub","neutral",1,"Tue Dec 02 13:02:47  2014","#AAPL OR @Apple"
"I'm lost because it's deer season, but there is no deer emoji. Come on @Apple, how am I suppose to show the love to all my huntin' friendz?","negative",0.6658,"Tue Dec 02 13:04:49  2014","#AAPL OR @Apple"
"@NeimanMarcus utilizing iBeacons for #engagement to send messages to @Apple Passbook #personalization http://t.co/CVNq0lUhNO via @pymnts","neutral",1,"Tue Dec 02 13:05:07  2014","#AAPL OR @Apple"
"Technology News: @Apple trial to feature unseen late #SteveJobs video deposition http://t.co/YVyoTpdMZP","neutral",1,"Tue Dec 02 13:05:59  2014","#AAPL OR @Apple"
"@Apple I figured out #memory issue on my #ipad. It wasnt a #bug but a new hidden folder that stores our  images... http://t.co/vEKIE3qlDp","negative",0.6672,"Tue Dec 02 13:07:51  2014","#AAPL OR @Apple"
"We will be in room 1215 at 3:15 today presenting on our experience with @Apple DEP and @JAMFSoftware   #herewegolakers","neutral",1,"Tue Dec 02 13:14:26  2014","#AAPL OR @Apple"
"#AAPL:Pacific Crest's Apple Analyst Reiterates Selling Some Shares...http://t.co/zj974XddLN","neutral",1,"Tue Dec 02 13:15:02  2014","#AAPL OR @Apple"
"Pacific Crest's Apple Analyst Reiterates Selling Some Shares $AAPL #aapl
http://t.co/WMosfzhzZi","neutral",0.7364,"Tue Dec 02 13:22:34  2014","#AAPL OR @Apple"
"#AppleLawSuit Depends on exactly what @Apple did to hold back/beat their competition. There are fair game competitive tactics &amp; unfair 1s
YK","negative",0.7119,"Tue Dec 02 13:28:20  2014","#AAPL OR @Apple"
"#AAPL:
    Audio: Auto sales due; Apple lawsuit heads to court...http://t.co/Kvb1L61oLN","neutral",0.7201,"Tue Dec 02 13:30:03  2014","#AAPL OR @Apple"
"Apple's PT raised by Canaccord Genuity to $135.00. buy rating. http://t.co/Nh2vs5lzoE $AAPL #AAPL","neutral",0.6861,"Tue Dec 02 13:33:19  2014","#AAPL OR @Apple"
"Apple's PT raised by Canaccord Genuity to $135.00. buy rating. http://t.co/Tb5dmDEjeA $AAPL #AAPL","neutral",0.7089,"Tue Dec 02 13:33:31  2014","#AAPL OR @Apple"
"IPhone6 has too many issues,  why tf is the earphone plug in not working @apple u better fix this shit for free.","negative",1,"Tue Dec 02 13:34:11  2014","#AAPL OR @Apple"
"Cheap Chromebooks teach Apple a lesson: Price matters $AAPL #aapl
http://t.co/GUC5yr4cMf","neutral",1,"Tue Dec 02 13:35:46  2014","#AAPL OR @Apple"
"@mcmillanstu @D1PZ... But trying to get launch info ahead of time from telco marketing teams was a nightmare - thanks @apple!
#EcomChat","negative",0.7253,"Tue Dec 02 13:37:18  2014","#AAPL OR @Apple"
"Dear @apple replace my phone my battery sucks","negative",1,"Tue Dec 02 13:47:14  2014","#AAPL OR @Apple"
"#Apple heads to trial over iTunes update #AAPL http://t.co/BevWxGyCVk","neutral",1,"Tue Dec 02 13:47:37  2014","#AAPL OR @Apple"
"From beyond the grave! RT @GMA: Jurors set 2 hear fr star witness at @Apple trial: Steve Jobs. http://t.co/kehRY5VYAS http://t.co/KgvFdBtF7S","neutral",1,"Tue Dec 02 13:47:49  2014","#AAPL OR @Apple"
".@Apple heads to trial over digital music claims $APPL #tech","neutral",0.7263,"Tue Dec 02 13:48:00  2014","#AAPL OR @Apple"
"Fantastic service today @Apple store Touchwood - thanks to all, &amp; esp Zach for sorting my battery problem so quickly &amp; efficiently.","positive",1,"Tue Dec 02 13:48:52  2014","#AAPL OR @Apple"
"Here's why Apple dropped $AAPL #aapl
http://t.co/QOa336kFYs","neutral",0.734,"Tue Dec 02 13:50:40  2014","#AAPL OR @Apple"
"APPLE Intraday Comments - Pre-Opening - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z","neutral",1,"Tue Dec 02 13:53:17  2014","#AAPL OR @Apple"
"@losskitty @Apple its always like that with new products from apple","neutral",1,"Tue Dec 02 13:53:45  2014","#AAPL OR @Apple"
"RT @laurrynk: Dear @apple replace my phone my battery sucks","negative",1,"Tue Dec 02 13:54:20  2014","#AAPL OR @Apple"
"@ThisDueeMarco @Apple thats annoying, they never get stuff right the first time.","negative",1,"Tue Dec 02 13:55:11  2014","#AAPL OR @Apple"
"@jimcramer What is going on with #aapl....","neutral",0.6774,"Tue Dec 02 13:57:06  2014","#AAPL OR @Apple"
"Apple Lower as Analyst Sees Risk of Sharp Production Cuts for iPhone 6 Plus in Q1 $AAPL #aapl
http://t.co/SqEtCeOJPQ","neutral",0.6515,"Tue Dec 02 14:02:02  2014","#AAPL OR @Apple"
"RT @JPDesloges: Apple Lower as Analyst Sees Risk of Sharp Production Cuts for iPhone 6 Plus in Q1 $AAPL #aapl
http://t.co/SqEtCeOJPQ","neutral",0.6613,"Tue Dec 02 14:02:56  2014","#AAPL OR @Apple"
"RT @laurrynk: Dear @apple replace my phone my battery sucks","negative",0.6758,"Tue Dec 02 14:03:50  2014","#AAPL OR @Apple"
"TheStreet:  #Apple Gets Price Target Boost on Back of Strong #iPhone Demand #aapl http://t.co/f2qTGIBDDq","positive",0.7026,"Tue Dec 02 14:08:49  2014","#AAPL OR @Apple"
"#AAPL MT @FortuneMagazine Can Apple clear name in ebooks drama? Eddy Cue says he'd do it again- but take better notes http://t.co/xCYyyJtK05","neutral",1,"Tue Dec 02 14:13:57  2014","#AAPL OR @Apple"
"@Apple with now dual core technology http://t.co/sq1VoVV5tf","positive",0.6825,"Tue Dec 02 14:14:29  2014","#AAPL OR @Apple"
"Pacific Crest's #Apple Analyst Reiterates Selling Some Shares - Forbes #aapl http://t.co/4WRGdhxi0G","neutral",1,"Tue Dec 02 14:15:12  2014","#AAPL OR @Apple"
"Every student deserves a chance @apple #connected #txed","neutral",1,"Tue Dec 02 14:15:20  2014","#AAPL OR @Apple"
"I'm surprised there isn't more talk about what looked like a flash crash in #AAPL yesterday. Biggest range in years and largely ignored","negative",1,"Tue Dec 02 14:17:03  2014","#AAPL OR @Apple"
"I'm surprised there isn't more talk about what looked like a flash crash in #AAPL yesterday. Biggest range in years and largely ignored","negative",0.6906,"Tue Dec 02 14:17:03  2014","#AAPL OR @Apple"
"A lack of equal access to technology places students and minorities at a disadvantage.  Education is the great equalizer @apple #txed","neutral",0.7639,"Tue Dec 02 14:17:16  2014","#AAPL OR @Apple"
"RT @RatingsNetwork: Apple's PT raised by Canaccord Genuity to $135.00. buy rating. http://t.co/Nh2vs5lzoE $AAPL #AAPL","neutral",1,"Tue Dec 02 14:20:00  2014","#AAPL OR @Apple"
"APPLE - Fibonacci Technicals Levels - Intraday - Pre-Opening $AAPL #aapl 
http://t.co/lFF61YGu4B","neutral",1,"Tue Dec 02 14:21:03  2014","#AAPL OR @Apple"
"Realmac Software Launches 'Typed', a Markdown Writing App Featuring a Minimal Interface [Mac Blog] http://t.co/3Hq47gIlE6 #AAPL","neutral",0.6635,"Tue Dec 02 14:27:39  2014","#AAPL OR @Apple"
"@MazeOnPace @Apple Product Line competes with itself. iPhone6+ vs. iPad. Who needs an iPad any longer!?","neutral",1,"Tue Dec 02 14:29:54  2014","#AAPL OR @Apple"
"#AAPL:'Fast Money' Recap: Energy Companies Ebb and Flow With Oil Prices...http://t.co/qRwLlGcLk6","neutral",0.7315,"Tue Dec 02 14:30:03  2014","#AAPL OR @Apple"
"Enjoying the introductions at the @apple #connected launch event.  Some amazing #edtech leaders in the room.  #txed","positive",1,"Tue Dec 02 14:31:23  2014","#AAPL OR @Apple"
"Got A New Phone. @Apple 
#Iphone6Plus http://t.co/VRrOnfpUkG","positive",0.6669,"Tue Dec 02 14:32:36  2014","#AAPL OR @Apple"
"3 More #AppleWatch Details Exposed #aapl http://t.co/PEvFaMKC8O","neutral",1,"Tue Dec 02 14:41:50  2014","#AAPL OR @Apple"
"U.S. Government Attempts 'Hail Mary' to Get #Apple To Unlock #iPhones #aapl http://t.co/EzUsCC5ZgI","neutral",1,"Tue Dec 02 14:46:45  2014","#AAPL OR @Apple"
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/PEN0LjAJIR","neutral",1,"Tue Dec 02 14:48:21  2014","#AAPL OR @Apple"
"Here's Why #Apple Won't Be A Trillion Dollar Company According To Billionaire VC Jim Breyer #aapl http://t.co/2TQVM5v4yB","negative",0.6669,"Tue Dec 02 14:50:46  2014","#AAPL OR @Apple"
"Chromebooks Overtake Apple's iPads in U.S. Education Market http://t.co/iR8WRGXO2x @apple @googlechrome #chromebooks #ipad","negative",0.6643,"Tue Dec 02 14:52:33  2014","#AAPL OR @Apple"
"Apple Inc. is doomed. $AAPL dropped by 1.54%! Currently priced at 113.3. http://t.co/K6PKMj3Sbf #AAPL","negative",0.6912,"Tue Dec 02 14:55:14  2014","#AAPL OR @Apple"
"Imagine a world without cracked #iPhone screens! @Apple Patents Drop Protection Mechanism http://t.co/cOorkE2pbx http://t.co/D9qtmhDMmR","neutral",0.6803,"Tue Dec 02 14:58:26  2014","#AAPL OR @Apple"
".@Apple #HealthKit first movers featured at @mHealthsummit | Mobiquity's own @snyder4g also panelist @mhealth14 http://t.co/mrLT6wCnPE","neutral",1,"Tue Dec 02 14:58:31  2014","#AAPL OR @Apple"
"#AAPL:How to Remove Apple Pay Credit Cards Remotely From http://t.co/JPD3HwdeeE...http://t.co/7XGBbp7cjW","neutral",1,"Tue Dec 02 15:00:03  2014","#AAPL OR @Apple"
".@Apple wants you to stop taking vertical photos: http://t.co/Aw5nUQmzZk via @OutsideMagazine","negative",0.6676,"Tue Dec 02 15:00:43  2014","#AAPL OR @Apple"
"10 best Steve Jobs emails #apple #stevejobs #AAPL http://t.co/7PJHEvkUbh","neutral",0.7244,"Tue Dec 02 15:02:10  2014","#AAPL OR @Apple"
"Apple Is Reportedly Planning A 12-Inch iPad That Will Be Like Microsoft's Surface $AAPL #aapl
http://t.co/ahKJeeKqdi","neutral",1,"Tue Dec 02 15:02:17  2014","#AAPL OR @Apple"
"@Apple [#Apple] #Patents An #iPhone Drop Protection Mechanism That Changes Device .... (#Tuesday, 2 #December) http://t.co/WvSAiPpSW5","neutral",0.6579,"Tue Dec 02 15:04:11  2014","#AAPL OR @Apple"
"Props for @apple iTC App Review Team for reviewing metadata rejected resubmission in just 2 hours! Thanks!","positive",1,"Tue Dec 02 15:04:26  2014","#AAPL OR @Apple"
"Apple bears get paid as put contracts double amid drop http://t.co/KdnL4Uc3Yz #News #AAPL #Applebears #Appleoptions #Apple #iPhone #News","neutral",0.7263,"Tue Dec 02 15:04:40  2014","#AAPL OR @Apple"
"@apple yall some hoes","negative",1,"Tue Dec 02 15:07:51  2014","#AAPL OR @Apple"
"What's at the core of @Apple's new #iOS7? Excellent updates for your phone's #mobilesecurity. #McAfee - http://t.co/pVo68ZVdq4","positive",1,"Tue Dec 02 15:09:11  2014","#AAPL OR @Apple"
